,Title,Vote_Average
3228,Gothika,6.1
3229,Nosferatu,7.7
3230,Marmaduke,5.3
3231,Halloween 5: The Revenge of Michael Myers,5.4
3232,Erin Brockovich,7.4
3233,Lead Me Home,6.9
3234,Adventures of Aladdin,4.5
3235,Another,6.0
3236,Kaguya-sama: Love Is War,7.3
3237,The Last Temptation of Christ,7.2
3238,V.I.P.,8.0
3239,Downfall,7.8
3240,Legends of the Fall,7.4
3241,I Still Believe,7.7
3242,Minari,7.4
3243,Martyrs,7.4
3244,Inuyasha the Movie 3: Swords of an Honorable Ruler,7.8
3245,Remember the Titans,7.6
3246,Leroy & Stitch,6.6
3247,Bingo Hell,4.8
3248,Night Hunter,6.5
3249,Pet Sematary II,5.3
3250,I Am Dragon,7.2
3251,The Exorcist III,6.2
3252,Cobra,6.0
3253,In the Shadow of the Moon,6.2
3254,King of Thorn,6.5
3255,Hugo,7.2
3256,Evan Almighty,5.5
3257,Code 8,6.2
3258,Tag,6.7
3259,Gone with the Wind,8.0
3260,Octopussy,6.3
3261,Vico C: The Life Of A Philosopher,7.6
3262,Fracture,7.3
3263,Austin Powers: International Man of Mystery,6.5
3264,Lifeforce,6.3
3265,Johnny English,6.2
3266,Pokémon: The Movie 2000,6.6
3267,3-Iron,7.8
3268,Anon,5.9
3269,The Wife,7.1
3270,The Usual Suspects,8.2
3271,Who Am I,7.7
3272,#Alive,7.3
3273,The Mauritanian,7.5
3274,"ariana grande: excuse me, i love you",8.5
3275,Yara,6.3
3276,King Arthur,6.3
3277,Mrs. Doubtfire,7.2
3278,88,5.1
3279,Detective Conan: Private Eye in the Distant Sea,6.7
3280,365 Days,4.8
3281,Messi,7.2
3282,The Hate U Give,8.3
3283,Mr. Bean's Holiday,6.3
3284,Creepshow 3,4.6
3285,The Barbie Diaries,6.2
3286,From Up on Poppy Hill,7.6
3287,The Eye,5.8
3288,Sadako,6.0
3289,Solitary Man,5.8
3290,Z-O-M-B-I-E-S 2,7.8
3291,Malnazidos,0.0
3292,Halloween II,6.5
3293,Bleach the Movie: The DiamondDust Rebellion,6.6
3294,The Legend of Zorro,6.1
3295,Paranormal Activity: The Ghost Dimension,5.3
3296,Meet the Parents,6.7
3297,Haywire,5.7
3298,Harold & Kumar Go to White Castle,6.5
3299,A Madea Family Funeral,5.9
3300,Closest Love to Heaven,7.8
3301,Mortal Kombat: Annihilation,4.5
3302,The Longest Ride,7.6
3303,The King,7.2
3304,Better Watch Out,6.7
3305,Ultimate Avengers: The Movie,6.8
3306,Scooby-Doo on Zombie Island,7.6
3307,Moonraker,6.1
3308,Bad Teacher,5.6
3309,Flight 7500,4.7
3310,Honey 2,6.3
3311,Species II,5.1
3312,Kangaroo Jack,5.1
3313,Sextuplets,6.3
3314,Personal Shopper,5.9
3315,Neon Genesis Evangelion: Death and Rebirth,7.5
3316,Kung-Fu Zohra,0.0
3317,Stranded,4.8
3318,The Grudge,5.6
3319,Unforgettable,5.8
3320,Inside Man,7.4
3321,Loving Pablo,6.3
3322,Wanderlust,5.5
3323,You're Next,6.6
3324,Pokémon the Movie: Black - Victini and Reshiram,6.6
3325,Brain on Fire,7.1
3326,Kizumonogatari Part 1: Tekketsu,7.8
3327,Leprechaun 4: In Space,4.5
3328,Gurren Lagann the Movie: The Lights in the Sky Are Stars,8.0
3329,Indecent Proposal,6.3
3330,The Legend of Drunken Master,7.4
3331,I Don't Know How She Does It,5.2
3332,Mad Max Beyond Thunderdome,6.2
3333,Despicable Me 4,0.0
3334,Heaven's Lost Property Final – The Movie: Eternally My Master,7.6
3335,The Descent,7.0
3336,Total Recall,7.3
3337,Fearless,6.2
3338,The Girl with All the Gifts,6.6
3339,In the Realm of the Senses,6.5
3340,Come True,6.1
3341,Deuce Bigalow: Male Gigolo,5.9
3342,Jaws: The Revenge,4.0
3343,Halloween III: Season of the Witch,5.1
3344,Shinjuku Incident,6.6
3345,Taxi 2,6.2
3346,Red Dawn,6.3
3347,Romeo + Juliet,6.8
3348,Ace Ventura: Pet Detective,6.5
3349,Creed III,0.0
3350,Trading Places,7.2
3351,Jism,4.4
3352,Thunderstruck,6.0
3353,Kung Fu Yoga,5.9
3354,Rurouni Kenshin Part II: Kyoto Inferno,7.7
3355,Alien Xmas,6.7
3356,There's Something About Mary,6.6
3357,Amores Perros,7.6
3358,The Human Centipede 3 (Final Sequence),3.7
3359,Newness,6.1
3360,Resident Evil: Apocalypse,6.4
3361,One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,6.6
3362,La Luna,6.5
3363,Doctor Sleep,7.2
3364,Cliffhanger,6.4
3365,Shutter,7.2
3366,Copshop,6.3
3367,Level Sixteen,6.8
3368,Penguin Bloom,7.2
3369,More Than Miyagi: The Pat Morita Story,7.1
3370,Crimson Peak,6.6
3371,LEGO Marvel Super Heroes: Avengers Reassembled!,6.5
3372,The 40 Year Old Virgin,6.3
3373,La Cantera,2.0
3374,Open Season: Scared Silly,5.9
3375,Eat Pray Love,6.2
3376,Dragon Ball: Mystical Adventure,6.8
3377,Shallow Hal,6.1
3378,Porn Star Zombies,5.6
3379,Twister,6.4
3380,Fast Times at Ridgemont High,6.8
3381,The Black Cauldron,6.5
3382,Fear and Loathing in Las Vegas,7.2
3383,The Anthem of the Heart,7.2
3384,[REC]³ Genesis,5.2
3385,Ex Machina,7.6
3386,Licence to Kill,6.3
3387,Primeval,6.0
3388,Uptown Girls,6.6
3389,Mortal Kombat,5.8
3390,Tremors,6.8
3391,The Death of Superman,7.6
3392,Cats & Dogs: The Revenge of Kitty Galore,5.2
3393,Miss Sloane,7.5
3394,Snake in the Eagle's Shadow,7.3
3395,A Model Kidnapping,5.9
3396,My Name Is Khan,8.1
3397,Wolfwalkers,8.5
3398,Scooby-Doo! and the Monster of Mexico,7.3
3399,Sorry If I Call You Love,7.2
3400,Pokémon: Giratina and the Sky Warrior,6.8
3401,Doraemon: Nobita and the Galaxy Super-express,7.8
3402,At the End of the Tunnel,7.1
3403,Red Lights,6.1
3404,Trouble,6.7
3405,Something the Lord Made,7.8
3406,Shottas,7.5
3407,Bedazzled,6.0
3408,Patema Inverted,7.4
3409,Children Who Chase Lost Voices,7.2
3410,The Muppets,6.6
3411,Bad Luck Banging or Loony Porn,6.5
3412,Adventures of a Mathematician,6.2
3413,The Starling,7.2
3414,Starship Troopers,7.0
3415,A Few Good Men,7.5
3416,Entrapment,6.2
3417,Don't Air Your Dirty Laundry In Public,7.6
3418,Hunter x Hunter: Phantom Rouge,7.2
3419,Downsizing,5.3
3420,The Golden Compass,6.0
3421,Bad Moms,6.5
3422,Misery,7.7
3423,Changeling,7.6
3424,The Marine 5: Battleground,6.6
3425,The Brothers Grimm,5.8
3426,The Outsiders,7.3
3427,Chapo: El Escape Del Siglo,5.4
3428,Ju-on: The Grudge,6.8
3429,The Legend of Hercules,4.7
3430,Northmen: A Viking Saga,5.4
3431,Liar Liar,6.6
3432,My Sassy Girl,7.5
3433,Death Note,4.2
3434,Alanis,6.1
3435,Trainspotting,8.0
3436,Arthur and the Revenge of Maltazard,5.7
3437,Four Brothers,6.7
3438,The Pirates,7.1
3439,Leprechaun in the Hood,5.0
3440,Legend of the BoneKnapper Dragon,6.7
3441,Robin Hood: Prince of Thieves,6.8
3442,Enola Holmes,7.4
3443,50/50,7.1
3444,Traffik,6.2
3445,The Finest Hours,6.5
3446,The Witcher: Nightmare of the Wolf,7.7
3447,Jackass 3.5,6.3
3448,The Grandmaster,6.5
3449,The Curse of Buckout Road,6.6
3450,Diego Maradona,7.5
3451,Status Update,7.4
3452,Fantasy Island,6.0
3453,Bankrolled,6.1
3454,Psycho-Pass: The Movie,7.1
3455,Alien Outbreak,3.8
3456,The Girl with the Dragon Tattoo,7.4
3457,Teenage Mutant Ninja Turtles,6.6
3458,Robot Overlords,4.8
3459,The Danish Girl,7.6
3460,The Craft,6.7
3461,The Maid,3.4
3462,Dragons: Gift of the Night Fury,7.1
3463,Starship Troopers: Invasion,5.9
3464,Spread,5.4
3465,Hustlers,6.5
3466,Exorcist II: The Heretic,4.6
3467,Possessed,6.1
3468,47 Hours to Live,6.2
3469,Single Mother by Choice,7.5
3470,DodgeBall: A True Underdog Story,6.3
3471,Halloween II,5.4
3472,A Christmas Together With You,5.8
3473,The Prey,6.4
3474,The Little Rascals,6.7
3475,The Dead Don't Die,5.5
3476,The Second Coming of Christ,3.6
3477,A Choice of Weapons: Inspired by Gordon Parks,6.6
3478,Detetive Madeinusa,4.6
3479,Sometimes They Come Back,5.9
3480,Hackers,6.3
3481,Dragons: Rescue Riders: Secrets of the Songwing,8.0
3482,Scooby-Doo! Pirates Ahoy!,7.7
3483,Ajin: Demi-Human,7.6
3484,The War with Grandpa,6.5
3485,Black Adam,0.0
3486,Lethal Weapon 2,7.0
3487,Young Mother,5.5
3488,Accident Man,6.0
3489,The Fighter,7.4
3490,Unstoppable,6.5
3491,Stand by Me Doraemon 2,7.6
3492,One Piece: The Movie,6.8
3493,The Courier,6.1
3494,Pete's Dragon,6.4
3495,Tini: The New Life of Violetta,7.3
3496,Recess: School's Out,6.5
3497,Twitches Too,6.8
3498,The Grudge 3,5.4
3499,Shazam! Fury of the Gods,0.0
3500,Hotel Transylvania: Puppy!,6.4
3501,Kill 'em All,5.5
3502,Escape from Pretoria,7.3
3503,Tammy,5.3
3504,She's All That,6.3
3505,Fullmetal Alchemist the Movie: Conqueror of Shamballa,7.3
3506,The Visit,6.3
3507,Barbie in Rock 'N Royals,7.0
3508,The Circle,5.5
3509,The Negotiator,7.1
3510,The Package,6.0
3511,The Naked Gun 2½: The Smell of Fear,6.8
3512,Death Note Relight 1: Visions of a God,7.9
3513,Petite maman,7.0
3514,Barbie in 'A Christmas Carol',7.1
3515,"South Park: Bigger, Longer & Uncut",7.2
3516,Polaroid,5.9
3517,Get the Goat,6.9
3518,Punisher: War Zone,5.8
3519,Donnie Darko,7.8
3520,Batman: Gotham Knight,6.7
3521,A View to a Kill,6.1
3522,Lamp Life,7.3
3523,The Father,8.2
3524,Pan,6.0
3525,Area 51,4.7
3526,Another Round,7.7
3527,Event Horizon,6.5
3528,War,6.3
3529,A Woman With No Filter,7.8
3530,That Awkward Moment,6.1
3531,Scooby-Doo! and the Witch's Ghost,7.4
3532,"Legally Blonde 2: Red, White & Blonde",5.6
3533,Apollo 13,7.4
3534,Avatar: Scene Deconstruction,8.5
3535,American Beauty,8.0
3536,Triple Frontier,6.3
3537,Detective Conan: Sunflowers of Inferno,6.2
3538,Hacker,6.3
3539,Rio Bravo,7.9
3540,Air Force One,6.4
3541,Scooby-Doo! and Kiss: Rock and Roll Mystery,8.1
3542,A Bronx Tale,7.8
3543,Blood Moon,6.1
3544,The Mule,6.8
3545,The Hitchhiker's Guide to the Galaxy,6.7
3546,Only Lovers Left Alive,7.3
3547,The Wrong Missy,6.2
3548,Peligro en tu mirada,7.1
3549,No Tears for the Dead,7.1
3550,Life After Beth,5.4
3551,Candyman,6.5
3552,Sexo Animal,3.0
3553,King Kong,6.2
3554,Barbie Video Game Hero,7.1
3555,The Rite,6.1
3556,Fist Fight,6.1
3557,Gangs of New York,7.3
3558,Some Like It Hot,8.2
3559,Frequency,7.2
3560,Deuce Bigalow: European Gigolo,5.1
3561,Wild Hogs,5.9
3562,One Piece: Clockwork Island Adventure,6.8
3563,The Count of Monte Cristo,7.6
3564,Basic Instinct 2,5.0
3565,What's Eating Gilbert Grape,7.7
3566,Carrie,7.3
3567,Do You Do You Saint-Tropez,5.1
3568,Macross Delta the Movie: Passionate Walküre,5.0
3569,Unfriended,5.5
3570,The Haunting in Connecticut 2: Ghosts of Georgia,5.8
3571,T-34,7.1
3572,Atonement,7.7
3573,On Her Majesty's Secret Service,6.6
3574,Reign of the Supermen,7.2
3575,Klaus,8.3
3576,Aftermath,5.7
3577,Another Cinderella Story,6.8
3578,Das Boot,8.1
3579,The Lobster,7.0
3580,P.S. I Love You,7.2
3581,Pooh's Heffalump Movie,6.8
3582,Phantom,5.9
3583,All Eyez on Me,6.7
3584,The Cobbler,5.8
3585,Camp Confidential: America's Secret Nazis,7.0
3586,Silence,7.1
3587,The Only Living Boy in New York,6.3
3588,Battle for Sevastopol,7.3
3589,Playing with Fire,6.9
3590,Blue Story,7.2
3591,The Marine,6.0
3592,Pound of Flesh,5.7
3593,Transformers: Dark of the Moon,6.1
3594,A Moment to Remember,7.8
3595,Butch Cassidy and the Sundance Kid,7.6
3596,Midnight in the Switchgrass,6.2
3597,Species III,5.3
3598,Zombie Apocalypse,5.4
3599,LEGO DC: Shazam! Magic and Monsters,7.4
3600,Lake Placid: Legacy,5.3
3601,Wanted,6.5
3602,Eiffel,6.3
3603,The Aviator,7.2
3604,The Girl with the Dragon Tattoo,7.5
3605,The King of Staten Island,7.0
3606,Austin Powers: The Spy Who Shagged Me,6.2
3607,Nocturne,6.0
3608,Superman: Red Son,7.3
3609,Ninja,6.0
3610,Two Mothers,7.0
3611,Run,7.4
3612,Le Gendarme de Saint-Tropez,7.1
3613,I Still Know What You Did Last Summer,5.3
3614,Bleach the Movie: Fade to Black,7.0
3615,Stardust,7.2
3616,The Midnight Sky,5.8
3617,The Big Lebowski,7.9
3618,The Many Adventures of Winnie the Pooh,7.2
3619,Cat's Eye,6.7
3620,Ace Ventura: When Nature Calls,6.3
3621,The Wandering Earth,6.4
3622,MouseHunt,6.5
3623,TEKKEN: Blood Vengeance,6.8
3624,Black Box,7.6
3625,The Invisible Guardian,6.5
3626,Murder Party,0.0
3627,Free Willy 3: The Rescue,6.3
3628,The Bodyguard,6.6
3629,Barbarella,5.9
3630,Steins;Gate: The Movie − Load Region of Déjà Vu,7.6
3631,Seven Samurai,8.5
3632,Fist of Legend,7.5
3633,Allied,6.8
3634,Gremlins 2: The New Batch,6.4
3635,Kites,7.1
3636,Cloud Atlas,6.9
3637,War Horse,7.3
3638,What Happens in Vegas,6.1
3639,Hot Shots! Part Deux,6.5
3640,Babylon A.D.,5.6
3641,Female Urologists 2,7.3
3642,Robert Reborn,4.5
3643,Happy Death Day,6.6
3644,The Nightingale,7.1
3645,Kickboxer,6.8
3646,Malicious,7.0
3647,Michael Jackson: The Life of an Icon,7.9
3648,Headshot,6.5
3649,Attraction,6.6
3650,Police Story,7.5
3651,Queenpins,6.6
3652,The Saint,6.1
3653,Jungle Beat: The Movie,7.1
3654,The Nut Job 2: Nutty by Nature,5.9
3655,The Illusionist,7.3
3656,Armour of God,7.0
3657,Digimon: The Movie,6.6
3658,Unfriended: Dark Web,6.3
3659,Sexual Chronicles of a French Family,4.7
3660,The Little Hours,5.7
3661,The Rundown,6.4
3662,Violet Evergarden: The Movie,8.7
3663,"10,000 BC",5.4
3664,"Chill Out, Scooby-Doo!",7.6
3665,We Were Soldiers,7.1
3666,The Great Mouse Detective,7.0
3667,Showgirls,5.5
3668,Two Is a Family,7.8
3669,Kung Fu Jungle,6.7
3670,Arthur Christmas,6.7
3671,Lemony Snicket's A Series of Unfortunate Events,6.8
3672,Ringu 2,5.8
3673,Sexo contra sexo,5.3
3674,Mulholland Drive,7.8
3675,The Battleship Island,7.2
3676,Veronica,6.2
3677,EverAfter,7.3
3678,The Magician,6.3
3679,The Wolfman,5.8
3680,Crazy Rich Asians,7.1
3681,Hot Fuzz,7.5
3682,The Lodge,6.1
3683,9 Songs,5.6
3684,Dawn of the Dead,7.5
3685,Doctor Dolittle,5.7
3686,Assassin 33 A.D.,5.3
3687,Mr. Nobody,7.9
3688,Good Luck Chuck,5.9
3689,Children of Heaven,7.9
3690,Ghost in the Shell 2: Innocence,7.3
3691,Welcome to Marwen,6.6
3692,Coma,6.3
3693,Love Actually,7.1
3694,Mean Machine,6.2
3695,Devil,6.0
3696,The Fly,7.4
3697,Big Fish,7.8
3698,Goliath,7.1
3699,The Monkey King: Reborn,7.4
3700,Talladega Nights: The Ballad of Ricky Bobby,6.3
3701,Amulet,5.5
3702,The Raid,7.4
3703,Æon Flux,5.6
3704,I Am Iron Man,7.3
3705,Original Sin,6.1
3706,Lie with Me,5.1
3707,Waterworld,6.1
3708,Escape Plan: The Extractors,5.3
3709,Pokémon Heroes: Latios and Latias,6.5
3710,Violet Evergarden: Eternity and the Auto Memory Doll,8.3
3711,In the Mood for Love,8.1
3712,Scooby-Doo! and the Goblin King,7.9
3713,Adventures in Babysitting,7.4
3714,Oldboy,5.9
3715,Greyhound,7.4
3716,Death Becomes Her,6.7
3717,Eragon,5.0
3718,The Burning Sea,7.2
3719,Every Secret Thing,6.1
3720,Madea Goes to Jail,6.6
3721,Chinatown,7.9
3722,Ronaldo,6.9
3723,Beauty Salon: Special Service,6.7
3724,From Dusk Till Dawn,7.0
3725,Trauma Center,5.7
3726,Cosmoball,6.4
3727,Desperado,6.9
3728,Stargate,7.0
3729,Let Me In,6.8
3730,For Your Eyes Only,6.5
3731,Forever Rich,6.0
3732,Kalashnikov AK-47,7.6
3733,The In Between,7.0
3734,A Nightmare on Elm Street 4: The Dream Master,5.8
3735,Como Hackear Seu Chefe,6.7
3736,True Lies,7.0
3737,The Three Musketeers,5.8
3738,Gonjiam: Haunted Asylum,7.3
3739,Mia and the White Lion,7.3
3740,Moms' Night Out,5.6
3741,U.S. Marshals,6.5
3742,The Man with the Golden Gun,6.4
3743,The Healer,7.2
3744,Acrimony,6.8
3745,Mars Attacks!,6.4
3746,Sex Is Zero,5.9
3747,RV,5.9
3748,Evil Eye,5.5
3749,The Zookeeper's Wife,7.4
3750,Marvel One-Shot: Agent Carter,7.4
3751,Alexander,5.9
3752,Bridget Jones's Diary,6.8
3753,Polar,6.3
3754,Deadly Excursion,6.1
3755,Darlin',5.7
3756,Kiss of the Dragon,6.8
3757,Juno,7.0
3758,Ultimate Avengers 2,6.8
3759,Naked,5.7
3760,The Other Lamb,6.0
3761,Holidate,7.1
3762,Mighty Morphin Power Rangers: The Movie,5.7
3763,District B13,6.7
3764,Monster High: Welcome to Monster High,6.7
3765,Land of the Dead,6.2
3766,If It Bleeds We Can Kill It: The Making of 'Predator',7.5
3767,Winnie the Pooh,6.9
3768,Shiloh,5.8
3769,Ajin: Demi-Human – Compel,7.2
3770,Boogie Nights,7.6
3771,Shin Godzilla,7.1
3772,12 Years a Slave,7.9
3773,The Ultimate Gift,7.6
3774,In Hell,6.3
3775,For the Sake of Vicious,6.7
3776,The Young Messiah,6.3
3777,The Big Boss,7.2
3778,Lake Placid,5.8
3779,Naked Gun 33⅓: The Final Insult,6.4
3780,This Means War,6.1
3781,The Vanished,6.0
3782,Leprechaun: Origins,4.6
3783,Batman: Mystery of the Batwoman,6.7
3784,Naruto Shippuden: OVA Hashirama Senju vs Madara Uchiha,6.5
3785,Fighting with My Family,6.8
3786,Pom Poko,7.2
3787,Lethal Weapon,7.3
3788,Diary of a Wimpy Kid: The Long Haul,5.4
3789,Fargo,7.9
3790,Monk Comes Down the Mountain,5.2
3791,Live and Let Die,6.5
3792,Thunderbolt,6.4
3793,Free Birds,5.9
3794,Sniper: Ghost Shooter,6.6
3795,Return to Never Land,6.4
3796,Y Tu Mamá También,7.4
3797,Spenser Confidential,6.5
3798,Cold Eyes,7.5
3799,The Bad Seed,7.1
3800,Memories of Murder,8.1
3801,Free Willy 2: The Adventure Home,5.9
3802,Shame,7.0
3803,Tooth Fairy 2,5.0
3804,A Cinderella Story: Christmas Wish,6.5
3805,Good Time,7.2
3806,Old School,6.6
3807,Freedom Writers,7.9
3808,Jaws 2,5.9
3809,The Sound of Music,7.7
3810,The Bone Collector,6.8
3811,Eli,6.0
3812,Dennis the Menace,5.8
3813,Miss Congeniality,6.5
3814,Down,6.7
3815,A Score to Settle,6.2
3816,The Animal,5.0
3817,Ninja: Shadow of a Tear,6.5
3818,Pilgrimage,5.9
3819,The Magnificent Seven,7.6
3820,Birth of the Dragon,5.8
3821,One Piece: Giant Mecha Soldier of Karakuri Castle,7.0
3822,The Way of the Dragon,7.4
3823,Taxi 4,5.5
3824,Ben 10 Versus the Universe: The Movie,7.7
3825,Okja,7.4
3826,Logan Lucky,6.7
3827,Step Brothers,6.5
3828,Tempus Tormentum,5.6
3829,Paranormal Activity 4,5.4
3830,National Lampoon's Vacation,7.1
3831,Inherent Vice,6.6
3832,Face/Off,7.0
3833,Eight Below,7.0
3834,Arthur,5.6
3835,The Spy Who Loved Me,6.8
3836,Forgotten,8.0
3837,Doraemon: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users,6.9
3838,Innerspace,6.8
3839,Gantz: Perfect Answer,6.7
3840,The Hunt for Red October,7.4
3841,Scooby-Doo! Return to Zombie Island,7.0
3842,Naruto x UT,7.9
3843,Creepshow,6.9
3844,The Breakfast Club,7.8
3845,Stigmata,6.2
3846,Asterix & Obelix Take on Caesar,6.0
3847,Burlesque,7.2
3848,Spawn,5.3
3849,Girl vs. Monster,6.4
3850,Winter on Fire: Ukraine's Fight for Freedom,8.0
3851,Road Wars,3.7
3852,Planet Terror,6.6
3853,Shoot 'Em Up,6.4
3854,Jack and the Cuckoo-Clock Heart,7.2
3855,Justice League vs. the Fatal Five,6.9
3856,Reasonable Doubt,5.8
3857,Universal Soldier: Day of Reckoning,5.5
3858,Taya,5.3
3859,Identity,7.2
3860,Into the Woods,5.8
3861,The Baytown Outlaws,6.1
3862,Jackass Number Two,6.4
3863,47 Meters Down: Uncaged,5.7
3864,Krampus,6.1
3865,Hostiles,6.9
3866,My Girlfriend's Boyfriend,5.8
3867,Honey 3: Dare to Dance,6.7
3868,I Know What You Did Last Summer,5.9
3869,Crank,6.6
3870,One Piece: Chopper's Kingdom on the Island of Strange Animals,6.6
3871,Epic Movie,3.9
3872,Citizen Kane,8.0
3873,Final Fantasy VII: Advent Children,7.1
3874,Fantomas vs. Scotland Yard,6.7
3875,Hero,7.5
3876,A Million Ways to Die in the West,6.0
3877,Out Of My League,7.1
3878,Adrift,6.9
3879,The Number 23,6.4
3880,Danger Close: The Battle of Long Tan,7.0
3881,Beverly Hills Chihuahua 2,5.8
3882,The Abyss,7.3
3883,"Josee, the Tiger and the Fish",8.6
3884,Concussion,7.1
3885,Flight,6.8
3886,Escape Room,4.5
3887,The X Files,6.8
3888,The Founder,7.1
3889,Blue Miracle,7.6
3890,Don't Be Afraid of the Dark,5.7
3891,Footloose,6.6
3892,Lightyear,0.0
3893,Feel the Beat,7.7
3894,Minority Report,7.3
3895,Fading Petals,0.0
3896,V/H/S/94,6.5
3897,Hellraiser: Hellworld,4.8
3898,King Kong,7.6
3899,Shorts,5.9
3900,A Prayer Before Dawn,6.8
3901,Scooby-Doo! Abracadabra-Doo,7.8
3902,Let Me Eat Your Pancreas,6.8
3903,Legend Quest: The Legend of the Guanajuato Mummies,7.7
3904,American Ninja 2: The Confrontation,5.4
3905,Bitter Moon,7.0
3906,Priest,5.7
3907,Beethoven,5.8
3908,All the Money in the World,6.5
3909,Beyond the Reach,5.9
3910,The Hobbit,6.3
3911,Hot Shots!,6.5
3912,High School Musical 2,6.5
3913,The Village,6.4
3914,The Mist,6.8
3915,Teen Wolf,6.2
3916,Hal,6.7
3917,Twitches,6.7
3918,Hellraiser: Inferno,5.5
3919,24 Hours to Live,5.9
3920,Frivolous Lola,4.7
3921,Future World,4.3
3922,Hidalgo,6.8
3923,Son of a Gun,6.4
3924,A.I. Rising,5.0
3925,The Wailer,6.6
3926,Eliminators,6.5
3927,Typhoon Noruda,6.2
3928,My Octopus Teacher,8.0
3929,Swamp Thing,5.4
3930,Strike Witches the Movie,5.2
3931,Pandorum,6.5
3932,30 Miles from Nowhere,4.4
3933,Elektra,5.0
3934,Hoodlum,6.4
3935,Dr. Strangelove,8.1
3936,Permis de construire,0.0
3937,The Adjustment Bureau,6.7
3938,The Little Vampire 3D,6.2
3939,Tarzan & Jane,6.0
3940,The Villainess,6.9
3941,The Tale of The Princess Kaguya,8.1
3942,StarDog and TurboCat,7.3
3943,Jarhead,6.6
3944,Clean,6.6
3945,Raise the Red Lantern,8.0
3946,The Wailing,7.3
3947,Payback,6.8
3948,Little Nicky,5.9
3949,TMNT,6.1
3950,Mannequin,6.8
3951,Triple 9,5.9
3952,Asterix & Obelix: Mission Cleopatra,7.4
3953,Surf's Up,6.3
3954,Colossal,6.3
3955,White Fang,7.3
3956,Dinner for Schmucks,5.6
3957,The Swan Princess: A Royal Wedding,7.3
3958,Mercury Rising,6.2
3959,The Bucket List,7.2
3960,Skinwalkers,5.1
3961,Lake Placid vs. Anaconda,5.4
3962,Doom,5.1
3963,Psychic Kusuo,6.4
3964,Teen Titans: Trouble in Tokyo,7.8
3965,"Sex, Lies, and Videotape",6.9
3966,Just Once,5.4
3967,To the Bone,7.2
3968,Pete's Dragon,6.4
3969,Hoodwinked!,6.2
3970,Horizon Line,5.9
3971,The Alamo,7.2
3972,Christine,6.8
3973,The Bank Job,6.8
3974,The Lovers,4.7
3975,Legend of the Guardians: The Owls of Ga'Hoole,6.8
3976,The Grudge 2,5.5
3977,Grand Isle,5.8
3978,Cyborg,5.5
3979,All Things Fair,6.3
3980,Mr. Six,6.9
3981,"Paw Patrol: Ready, Race, Rescue!",7.0
3982,Riley's First Date?,7.2
3983,The Reader,7.4
3984,Mirror Mirror,5.9
3985,Hot Bot,4.3
3986,The House of Magic,6.3
3987,A Bad Moms Christmas,6.3
3988,American Hustle,6.8
3989,JLA Adventures: Trapped in Time,6.7
3990,Innocent Voices,8.1
3991,Romance & Cigarettes,5.9
3992,Criminal,6.1
3993,Asterix: The Mansions of the Gods,6.8
3994,Downton Abbey,7.2
3995,Ong Bak 3,5.9
3996,Miss Congeniality 2: Armed and Fabulous,5.7
3997,All for Her,4.7
3998,Merry Madagascar,6.4
3999,The Art of Racing in the Rain,8.3
4000,Keeping Up with the Joneses,6.1
4001,Scarface,7.5
4002,Beowulf,5.8
4003,Home Alone: The Holiday Heist,5.3
4004,Solomon and Sheba,6.3
4005,Oliver & Company,6.7
4006,Fabricated City,7.8
4007,Jumanji: Level One,6.2
4008,Rush,7.7
4009,Push,6.1
4010,Final Score,6.1
4011,"Yes, God, Yes",6.0
4012,Love Scenes,7.5
4013,Leviathan,5.9
4014,Bachelor Party,6.3
4015,Monster-in-Law,6.2
4016,Facing Monsters,0.0
4017,The Little Vampire,6.8
4018,A Knight's Tale,6.9
4019,Ne Zha,8.0
4020,The Day the Earth Stood Still,5.6
4021,The Batman Superman Movie: World's Finest,7.2
4022,Free Fire,6.3
4023,The Tigger Movie,6.5
